sample,anode,state,slab,x_um,phi_ni,phi_ysz,phi_ni_conn
medium_post,medium,degraded,30,15.286599999999998,0.15477541893950564,0.4266299429128376,0.1281493664717349
medium_post,medium,degraded,31,15.787799999999999,0.15371501670843776,0.45111451013153797,0.10876425131456091
medium_post,medium,degraded,32,16.288999999999998,0.1533297090766131,0.44675373073205893,0.11021415876292037
medium_post,medium,degraded,33,16.7902,0.17541550977115994,0.42847795550968926,0.13885269751175325
medium_post,medium,degraded,34,17.2914,0.19500216022081346,0.4124594574671974,0.16123130538765212
medium_post,medium,degraded,35,17.7926,0.19477912510033252,0.4187409905482661,0.15558401723262405
medium_post,medium,degraded,36,18.2938,0.20614715915606008,0.424260354726686,0.1584471288515406
medium_post,medium,degraded,37,18.795,0.23274009165069537,0.39861111111111114,0.17424781316035187
medium_post,medium,degraded,38,19.296199999999995,0.2426070793814602,0.3908534100774813,0.18121365505266435
medium_post,medium,degraded,39,19.797399999999996,0.23025706627680312,0.4066960702409619,0.17672838141104394
medium_post,medium,degraded,40,20.298599999999997,0.20799983004897865,0.40872437425262503,0.16527455280357758
medium_post,medium,degraded,41,20.799799999999998,0.22569372778351107,0.3977848010549249,0.18462250397234917
medium_post,medium,degraded,42,21.301,0.2559693248644487,0.39803742403394105,0.21132989745605846
medium_post,medium,degraded,43,21.802199999999996,0.26407040886530053,0.37664258685930513,0.21068085860075025
medium_post,medium,degraded,44,22.303399999999996,0.23519173751371894,0.3429570658672826,0.18052289629302012
medium_post,medium,degraded,45,22.804599999999997,0.22631625018428425,0.3472740265696922,0.17138997411830229
medium_post,medium,degraded,46,23.305799999999998,0.23479844423149376,0.3624452266286632,0.1629504725866955
coarse_post,coarse,degraded,0,0.2506,0.04464851007887818,0.19627094653812446,0.0219193689745837
coarse_post,coarse,degraded,1,0.7517999999999999,0.10024373356704645,0.26973602103418054,0.06423584574934268
coarse_post,coarse,degraded,2,1.253,0.1613963190184049,0.32424171779141103,0.11319347063978966
coarse_post,coarse,degraded,3,1.7541999999999998,0.20354478527607361,0.3529725241016652,0.1406717791411043
coarse_post,coarse,degraded,4,2.2554,0.23583023663453112,0.3685703330411919,0.15639347063978964
coarse_post,coarse,degraded,5,2.7565999999999997,0.25445477651183174,0.3870819456617003,0.16478054338299736
coarse_post,coarse,degraded,6,3.2577999999999996,0.2615130148992112,0.40191928133216476,0.17142099035933392
coarse_post,coarse,degraded,7,3.7589999999999995,0.2808233128834356,0.3960947414548642,0.18154106047326907
coarse_post,coarse,degraded,8,4.2602,0.2877152936021034,0.38267686240140225,0.18020753724802804
coarse_post,coarse,degraded,9,4.7614,0.2799116564417178,0.35660438212094653,0.175329754601227
coarse_post,coarse,degraded,10,5.262599999999999,0.27071327782646804,0.3282448729184925,0.17039180543382998
coarse_post,coarse,degraded,11,5.763799999999999,0.2298968448729185,0.3298471078001753,0.14997765118317266
coarse_post,coarse,degraded,12,6.264999999999999,0.18441691498685364,0.3359440403155127,0.1387660823838738
coarse_post,coarse,degraded,13,6.7661999999999995,0.1515768185801928,0.3854170902716915,0.1339312445223488
coarse_post,coarse,degraded,14,7.267399999999999,0.14943400525854514,0.4407724364592463,0.14552865907099036
