mode,nominal_target_ratio,struct_seed,achieved_p10_ratio,n_rounds,p_erode,expand_vox,damage_seed,phi_Ni_pre,phi_Ni_post,P_span_pre,P_span_post,P_reach_pre,P_reach_post,tpb_pre,tpb_post,lcf_pre,lcf_post,retained_P_span,retained_P_reach,retained_tpb,voxels_added_expand,voxels_removed_erosion,voxels_removed_islands,voxels_pre,voxels_post,source
lower_tail,1.5,3,1.333333372807931,6,0.35,1,101,0.3268740808823529,0.2082173713235294,1.0,1.0,1.0,1.0,20.832950367647058,7.3517922794117645,1.0,1.0,1.0,1.0,0.3528925164065516,45661,289049,14809,711278,453081,"bridge (post-hoc, intensity only)"
lower_tail,1.5,3,1.333333372807931,6,0.35,1,102,0.3268740808823529,0.20780422794117648,1.0,1.0,1.0,1.0,20.832950367647058,7.2346047794117645,1.0,1.0,1.0,1.0,0.3472674130039155,45661,289656,15101,711278,452182,"bridge (post-hoc, intensity only)"
lower_tail,1.5,3,1.333333372807931,7,0.35,1,100,0.3268740808823529,0.18173345588235293,1.0,1.0,1.0,1.0,20.832950367647058,2.204733455882353,1.0,1.0,1.0,1.0,0.10582915127116307,45661,343837,17650,711278,395452,"bridge (post-hoc, intensity only)"
lower_tail,1.5,3,1.333333372807931,7,0.35,1,101,0.3268740808823529,0.18130055147058824,1.0,1.0,1.0,1.0,20.832950367647058,2.281709558823529,1.0,1.0,1.0,1.0,0.10952407213367892,45661,342928,19501,711278,394510,"bridge (post-hoc, intensity only)"
lower_tail,1.5,3,1.333333372807931,7,0.35,1,102,0.3268740808823529,0.18202665441176472,1.0,1.0,1.0,1.0,20.832950367647058,2.3012408088235294,1.0,1.0,1.0,1.0,0.11046158936745161,45661,343461,17388,711278,396090,"bridge (post-hoc, intensity only)"
lower_tail,1.5,3,1.333333372807931,8,0.35,1,100,0.3268740808823529,0.15556204044117647,1.0,1.0,1.0,1.0,20.832950367647058,0.5365349264705882,1.0,1.0,1.0,1.0,0.025754149892461258,45661,395997,22439,711278,338503,"bridge (post-hoc, intensity only)"
lower_tail,1.5,3,1.333333372807931,8,0.35,1,101,0.3268740808823529,0.1560592830882353,1.0,1.0,1.0,1.0,20.832950367647058,0.5135569852941175,1.0,1.0,1.0,1.0,0.024651188440963985,45661,395264,22090,711278,339585,"bridge (post-hoc, intensity only)"
lower_tail,1.5,3,1.333333372807931,8,0.35,1,102,0.3268740808823529,0.15631709558823528,1.0,1.0,1.0,1.0,20.832950367647058,0.5744485294117647,1.0,1.0,1.0,1.0,0.027574036287431755,45661,396018,20775,711278,340146,"bridge (post-hoc, intensity only)"
lower_tail,1.5,4,1.333333372807931,6,0.35,1,100,0.32715670955882353,0.20792601102941177,1.0,1.0,1.0,1.0,21.10753676470588,7.300091911764706,1.0,1.0,1.0,1.0,0.34585238406270413,44565,289319,14692,711893,452447,"bridge (post-hoc, intensity only)"
lower_tail,1.5,4,1.333333372807931,6,0.35,1,101,0.32715670955882353,0.20811488970588235,1.0,1.0,1.0,1.0,21.10753676470588,7.627527573529411,1.0,1.0,1.0,1.0,0.3613651208360549,44565,288819,14781,711893,452858,"bridge (post-hoc, intensity only)"
lower_tail,1.5,4,1.333333372807931,6,0.35,1,102,0.32715670955882353,0.20802435661764707,1.0,1.0,1.0,1.0,21.10753676470588,7.36328125,1.0,1.0,1.0,1.0,0.3488460701066841,44565,288910,14887,711893,452661,"bridge (post-hoc, intensity only)"
lower_tail,1.5,4,1.333333372807931,7,0.35,1,100,0.32715670955882353,0.1818965992647059,1.0,1.0,1.0,1.0,21.10753676470588,2.258731617647059,1.0,1.0,1.0,1.0,0.10701066840844765,44565,343140,17511,711893,395807,"bridge (post-hoc, intensity only)"
lower_tail,1.5,4,1.333333372807931,7,0.35,1,101,0.32715670955882353,0.182,1.0,1.0,1.0,1.0,21.10753676470588,2.2989430147058822,1.0,1.0,1.0,1.0,0.1089157413455258,44565,342917,17509,711893,396032,"bridge (post-hoc, intensity only)"
lower_tail,1.5,4,1.333333372807931,7,0.35,1,102,0.32715670955882353,0.18215579044117647,1.0,1.0,1.0,1.0,21.10753676470588,2.4172794117647056,1.0,1.0,1.0,1.0,0.1145220988460701,44565,342742,17345,711893,396371,"bridge (post-hoc, intensity only)"
lower_tail,1.5,4,1.333333372807931,8,0.35,1,100,0.32715670955882353,0.1561966911764706,1.0,1.0,1.0,1.0,21.10753676470588,0.5732996323529411,1.0,1.0,1.0,1.0,0.02716089701720009,44565,395524,21050,711893,339884,"bridge (post-hoc, intensity only)"
lower_tail,1.5,4,1.333333372807931,8,0.35,1,101,0.32715670955882353,0.15699908088235295,1.0,1.0,1.0,1.0,21.10753676470588,0.5687040441176471,1.0,1.0,1.0,1.0,0.026943174395819728,44565,395447,19381,711893,341630,"bridge (post-hoc, intensity only)"
lower_tail,1.5,4,1.333333372807931,8,0.35,1,102,0.32715670955882353,0.1569940257352941,1.0,1.0,1.0,1.0,21.10753676470588,0.5962775735294118,1.0,1.0,1.0,1.0,0.028249510124101897,44565,395332,19507,711893,341619,"bridge (post-hoc, intensity only)"
lower_tail,2.0,0,2.0,6,0.35,1,100,0.32989430147058824,0.21083455882352942,1.0,1.0,1.0,1.0,21.708409926470587,7.03469669117647,1.0,1.0,1.0,1.0,0.3240539825350622,47918,292341,14651,717850,458776,"bridge (post-hoc, intensity only)"
lower_tail,2.0,0,2.0,6,0.35,1,101,0.32989430147058824,0.21099356617647058,1.0,1.0,1.0,1.0,21.708409926470587,7.441406249999999,1.0,1.0,1.0,1.0,0.3427890976448796,47918,291744,14902,717850,459122,"bridge (post-hoc, intensity only)"
lower_tail,2.0,0,2.0,6,0.35,1,102,0.32989430147058824,0.21087545955882353,1.0,1.0,1.0,1.0,21.708409926470587,7.281709558823529,1.0,1.0,1.0,1.0,0.33543265414130724,47918,292328,14575,717850,458865,"bridge (post-hoc, intensity only)"
lower_tail,2.0,0,2.0,7,0.35,1,100,0.32989430147058824,0.18454963235294117,1.0,1.0,1.0,1.0,21.708409926470587,2.2346047794117645,1.0,1.0,1.0,1.0,0.10293728499603069,47918,346691,17497,717850,401580,"bridge (post-hoc, intensity only)"
lower_tail,2.0,0,2.0,7,0.35,1,101,0.32989430147058824,0.1846185661764706,1.0,1.0,1.0,1.0,21.708409926470587,2.578125,1.0,1.0,1.0,1.0,0.11876157713680868,47918,346535,17503,717850,401730,"bridge (post-hoc, intensity only)"
lower_tail,2.0,0,2.0,7,0.35,1,102,0.32989430147058824,0.18445680147058824,1.0,1.0,1.0,1.0,21.708409926470587,2.4172794117647056,1.0,1.0,1.0,1.0,0.11135220957925376,47918,346878,17512,717850,401378,"bridge (post-hoc, intensity only)"
lower_tail,2.0,0,2.0,8,0.35,1,100,0.32989430147058824,0.1591613051470588,1.0,1.0,1.0,1.0,21.708409926470587,0.6686580882352942,1.0,1.0,1.0,1.0,0.03080179941783541,47918,399727,19706,717850,346335,"bridge (post-hoc, intensity only)"
lower_tail,2.0,0,2.0,8,0.35,1,101,0.32989430147058824,0.15938097426470588,1.0,1.0,1.0,1.0,21.708409926470587,0.6583180147058824,1.0,1.0,1.0,1.0,0.03032548293199259,47918,399539,19416,717850,346813,"bridge (post-hoc, intensity only)"
lower_tail,2.0,0,2.0,8,0.35,1,102,0.32989430147058824,0.15924310661764707,1.0,1.0,1.0,1.0,21.708409926470587,0.6456801470588235,1.0,1.0,1.0,1.0,0.029743318338184704,47918,400017,19238,717850,346513,"bridge (post-hoc, intensity only)"
lower_tail,2.0,1,1.937129432263008,6,0.35,1,100,0.32490716911764705,0.2049388786764706,1.0,1.0,1.0,1.0,21.375229779411764,7.198988970588235,1.0,1.0,1.0,1.0,0.3367911851652781,46440,292530,14961,706998,445947,"bridge (post-hoc, intensity only)"
lower_tail,2.0,1,1.937129432263008,6,0.35,1,101,0.32490716911764705,0.20513189338235294,1.0,1.0,1.0,1.0,21.375229779411764,7.3828125,1.0,1.0,1.0,1.0,0.3453910239183015,46440,292285,14786,706998,446367,"bridge (post-hoc, intensity only)"
lower_tail,2.0,1,1.937129432263008,6,0.35,1,102,0.32490716911764705,0.20461672794117647,1.0,1.0,1.0,1.0,21.375229779411764,7.246093749999999,1.0,1.0,1.0,1.0,0.33899489384574033,46440,293129,15063,706998,445246,"bridge (post-hoc, intensity only)"
lower_tail,2.0,1,1.937129432263008,7,0.35,1,100,0.32490716911764705,0.17876470588235294,1.0,1.0,1.0,1.0,21.375229779411764,2.335707720588235,1.0,1.0,1.0,1.0,0.10927170115560332,46440,346890,17556,706998,388992,"bridge (post-hoc, intensity only)"
lower_tail,2.0,1,1.937129432263008,7,0.35,1,101,0.32490716911764705,0.1788060661764706,1.0,1.0,1.0,1.0,21.375229779411764,2.3403033088235294,1.0,1.0,1.0,1.0,0.10948669712442892,46440,346880,17476,706998,389082,"bridge (post-hoc, intensity only)"
lower_tail,2.0,1,1.937129432263008,7,0.35,1,102,0.32490716911764705,0.17849770220588235,1.0,1.0,1.0,1.0,21.375229779411764,2.282858455882353,1.0,1.0,1.0,1.0,0.1067992475141091,46440,347451,17576,706998,388411,"bridge (post-hoc, intensity only)"
lower_tail,2.0,1,1.937129432263008,8,0.35,1,100,0.32490716911764705,0.15345220588235295,1.0,1.0,1.0,1.0,21.375229779411764,0.5916819852941176,1.0,1.0,1.0,1.0,0.027680730986294005,46440,400014,19512,706998,333912,"bridge (post-hoc, intensity only)"
lower_tail,2.0,1,1.937129432263008,8,0.35,1,101,0.32490716911764705,0.15361764705882353,1.0,1.0,1.0,1.0,21.375229779411764,0.6215533088235294,1.0,1.0,1.0,1.0,0.029078204783660307,46440,399726,19440,706998,334272,"bridge (post-hoc, intensity only)"
lower_tail,2.0,1,1.937129432263008,8,0.35,1,102,0.32490716911764705,0.1533795955882353,1.0,1.0,1.0,1.0,21.375229779411764,0.6192555147058822,1.0,1.0,1.0,1.0,0.02897070679924751,46440,400280,19404,706998,333754,"bridge (post-hoc, intensity only)"
lower_tail,2.0,2,2.0,6,0.35,1,100,0.3169908088235294,0.19748713235294119,1.0,1.0,1.0,1.0,21.32238051470588,7.60454963235294,1.0,1.0,1.0,1.0,0.356646371032922,43379,288594,14825,689772,429732,"bridge (post-hoc, intensity only)"
lower_tail,2.0,2,2.0,6,0.35,1,101,0.3169908088235294,0.19753860294117648,1.0,1.0,1.0,1.0,21.32238051470588,7.660845588235294,1.0,1.0,1.0,1.0,0.3592865994935072,43379,288441,14866,689772,429844,"bridge (post-hoc, intensity only)"
lower_tail,2.0,2,2.0,6,0.35,1,102,0.3169908088235294,0.19721691176470588,1.0,1.0,1.0,1.0,21.32238051470588,7.529871323529412,1.0,1.0,1.0,1.0,0.3531440271566356,43379,288946,15061,689772,429144,"bridge (post-hoc, intensity only)"
lower_tail,2.0,2,2.0,7,0.35,1,100,0.3169908088235294,0.17168566176470587,1.0,1.0,1.0,1.0,21.32238051470588,2.362132352941176,1.0,1.0,1.0,1.0,0.1107818309176141,43379,341938,17625,689772,373588,"bridge (post-hoc, intensity only)"
lower_tail,2.0,2,2.0,7,0.35,1,101,0.3169908088235294,0.17175597426470587,1.0,1.0,1.0,1.0,21.32238051470588,2.4977022058823524,1.0,1.0,1.0,1.0,0.11713993210841099,43379,341871,17539,689772,373741,"bridge (post-hoc, intensity only)"
lower_tail,2.0,2,2.0,7,0.35,1,102,0.3169908088235294,0.17154917279411766,1.0,1.0,1.0,1.0,21.32238051470588,2.4437040441176467,1.0,1.0,1.0,1.0,0.11460746807478851,43379,342245,17615,689772,373291,"bridge (post-hoc, intensity only)"
lower_tail,2.0,2,2.0,8,0.35,1,100,0.3169908088235294,0.14709420955882352,1.0,1.0,1.0,1.0,21.32238051470588,0.6192555147058822,1.0,1.0,1.0,1.0,0.029042513066436768,43379,393542,19532,689772,320077,"bridge (post-hoc, intensity only)"
lower_tail,2.0,2,2.0,8,0.35,1,101,0.3169908088235294,0.14737683823529413,1.0,1.0,1.0,1.0,21.32238051470588,0.6514246323529411,1.0,1.0,1.0,1.0,0.030551215043914004,43379,393206,19253,689772,320692,"bridge (post-hoc, intensity only)"
lower_tail,2.0,2,2.0,8,0.35,1,102,0.3169908088235294,0.1469765625,1.0,1.0,1.0,1.0,21.32238051470588,0.5583639705882353,1.0,1.0,1.0,1.0,0.02618675575192629,43379,393879,19451,689772,319821,"bridge (post-hoc, intensity only)"
lower_tail,2.0,3,2.0,6,0.35,1,100,0.32690257352941177,0.20789384191176472,1.0,1.0,1.0,1.0,20.552619485294116,6.910615808823529,1.0,1.0,1.0,1.0,0.33624014757672316,45541,289693,14811,711340,452377,"bridge (post-hoc, intensity only)"
lower_tail,2.0,3,2.0,6,0.35,1,101,0.32690257352941177,0.20835891544117646,1.0,1.0,1.0,1.0,20.552619485294116,7.200137867647059,1.0,1.0,1.0,1.0,0.35032701660238136,45541,288744,14748,711340,453389,"bridge (post-hoc, intensity only)"
lower_tail,2.0,3,2.0,6,0.35,1,102,0.32690257352941177,0.20775045955882354,1.0,1.0,1.0,1.0,20.552619485294116,7.103630514705881,1.0,1.0,1.0,1.0,0.3456313935938286,45541,289805,15011,711340,452065,"bridge (post-hoc, intensity only)"
lower_tail,2.0,3,2.0,7,0.35,1,100,0.32690257352941177,0.18179595588235295,1.0,1.0,1.0,1.0,20.552619485294116,2.1645220588235294,1.0,1.0,1.0,1.0,0.10531611604896865,45541,343654,17639,711340,395588,"bridge (post-hoc, intensity only)"
lower_tail,2.0,3,2.0,7,0.35,1,101,0.32690257352941177,0.1823216911764706,1.0,1.0,1.0,1.0,20.552619485294116,2.2518382352941178,1.0,1.0,1.0,1.0,0.10956453686623066,45541,342740,17409,711340,396732,"bridge (post-hoc, intensity only)"
lower_tail,2.0,3,2.0,7,0.35,1,102,0.32690257352941177,0.18182904411764705,1.0,1.0,1.0,1.0,20.552619485294116,2.282858455882353,1.0,1.0,1.0,1.0,0.11107384426183689,45541,343814,17407,711340,395660,"bridge (post-hoc, intensity only)"
lower_tail,2.0,3,2.0,8,0.35,1,100,0.32690257352941177,0.1569581801470588,1.0,1.0,1.0,1.0,20.552619485294116,0.52734375,1.0,1.0,1.0,1.0,0.025658225725306055,45541,395900,19440,711340,341541,"bridge (post-hoc, intensity only)"
lower_tail,2.0,3,2.0,8,0.35,1,101,0.32690257352941177,0.15738189338235295,1.0,1.0,1.0,1.0,20.552619485294116,0.49517463235294107,1.0,1.0,1.0,1.0,0.02409301805578847,45541,395283,19135,711340,342463,"bridge (post-hoc, intensity only)"
lower_tail,2.0,3,2.0,8,0.35,1,102,0.32690257352941177,0.15672242647058823,1.0,1.0,1.0,1.0,20.552619485294116,0.5526194852941175,1.0,1.0,1.0,1.0,0.026888031751355578,45541,396530,19323,711340,341028,"bridge (post-hoc, intensity only)"
lower_tail,2.0,4,2.0,6,0.35,1,100,0.3271700367647059,0.20811948529411764,1.0,1.0,1.0,1.0,20.952435661764707,7.178308823529411,1.0,1.0,1.0,1.0,0.3426002083676043,44731,289111,14674,711922,452868,"bridge (post-hoc, intensity only)"
lower_tail,2.0,4,2.0,6,0.35,1,101,0.3271700367647059,0.20822426470588234,1.0,1.0,1.0,1.0,20.952435661764707,7.501148897058823,1.0,1.0,1.0,1.0,0.358008444371333,44731,288807,14750,711922,453096,"bridge (post-hoc, intensity only)"
lower_tail,2.0,4,2.0,6,0.35,1,102,0.3271700367647059,0.20799448529411765,1.0,1.0,1.0,1.0,20.952435661764707,7.255284926470588,1.0,1.0,1.0,1.0,0.346274058233262,44731,289184,14873,711922,452596,"bridge (post-hoc, intensity only)"
lower_tail,2.0,4,2.0,7,0.35,1,100,0.3271700367647059,0.18198851102941177,1.0,1.0,1.0,1.0,20.952435661764707,2.198988970588235,1.0,1.0,1.0,1.0,0.10495147228162525,44731,343150,17496,711922,396007,"bridge (post-hoc, intensity only)"
lower_tail,2.0,4,2.0,7,0.35,1,101,0.3271700367647059,0.18205698529411765,1.0,1.0,1.0,1.0,20.952435661764707,2.2989430147058822,1.0,1.0,1.0,1.0,0.10972199374897186,44731,343044,17453,711922,396156,"bridge (post-hoc, intensity only)"
lower_tail,2.0,4,2.0,7,0.35,1,102,0.3271700367647059,0.18211351102941176,1.0,1.0,1.0,1.0,20.952435661764707,2.3690257352941178,1.0,1.0,1.0,1.0,0.11306684213412294,44731,343084,17290,711922,396279,"bridge (post-hoc, intensity only)"
lower_tail,2.0,4,2.0,8,0.35,1,100,0.3271700367647059,0.1568768382352941,1.0,1.0,1.0,1.0,20.952435661764707,0.5629595588235294,1.0,1.0,1.0,1.0,0.02686845424137742,44731,395789,19500,711922,341364,"bridge (post-hoc, intensity only)"
lower_tail,2.0,4,2.0,8,0.35,1,101,0.3271700367647059,0.15696599264705882,1.0,1.0,1.0,1.0,20.952435661764707,0.5618106617647058,1.0,1.0,1.0,1.0,0.02681362066129297,44731,395728,19367,711922,341558,"bridge (post-hoc, intensity only)"
lower_tail,2.0,4,2.0,8,0.35,1,102,0.3271700367647059,0.1569347426470588,1.0,1.0,1.0,1.0,20.952435661764707,0.5847886029411764,1.0,1.0,1.0,1.0,0.027910292262981848,44731,395753,19410,711922,341490,"bridge (post-hoc, intensity only)"
